Date_y,Close,Prev_Average Positive Score,Prev_Average Negative Score,Prev_automotive,Prev_nonsense,Prev_energy,Prev_lifestyle,Prev_environment,Prev_travel,Prev_finance,Prev_science,Prev_politics,Prev_Open,Prev_High,Prev_Low,Prev_Close,Prev_Adj Close,Prev_Volume,Prev_MA7,Prev_MA20,Prev_MACD,Prev_20SD,Prev_upper_band,Prev_lower_band,Prev_EMA,Prev_logmomentum
2021-10-01,258.4066772460937,0.2821551415655348,0.6394795782036251,0.2666666666666666,0.2111111111111111,0.3444444444444444,0.4555555555555555,0.6111111111111112,0.5111111111111111,0.3555555555555555,0.1222222222222222,0.1222222222222222,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000.0,,,-1.839996337890625,,,,258.49334716796875,
2021-10-01,258.4066772460937,0.2269129657998998,0.7217033892235858,0.2872340425531915,0.1595744680851064,0.351063829787234,0.4574468085106383,0.6063829787234043,0.5212765957446809,0.4148936170212766,0.0957446808510638,0.1063829787234042,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200.0,,,-1.751664381760861,,,,258.4283447265624,-0.0003353450129375683
2021-10-01,258.4066772460937,0.4179228302733651,0.5230869275742563,0.4655172413793103,0.1120689655172413,0.3620689655172414,0.4310344827586206,0.5603448275862069,0.6120689655172413,0.3448275862068966,0.0689655172413793,0.043103448275862,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200.0,,,-1.751664381760861,,,,258.4283447265624,-0.0003353450129375683
2021-10-04,260.510009765625,0.3086507681940422,0.6124388008821205,0.3934426229508196,0.1147540983606557,0.3934426229508196,0.4426229508196721,0.6885245901639344,0.4918032786885246,0.3770491803278688,0.0655737704918032,0.0327868852459016,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200.0,,,-1.751664381760861,,,,258.4283447265624,-0.0003353450129375683
2021-10-05,260.1966552734375,0.2166515122942564,0.7083925479600409,0.2773109243697479,0.1680672268907563,0.2773109243697479,0.4957983193277311,0.6386554621848739,0.5966386554621849,0.4201680672268907,0.0504201680672268,0.0756302521008403,265.5,268.989990234375,258.7066650390625,260.510009765625,260.510009765625,91449900.0,,,-1.8263115188117922,,,,259.8694974459134,0.008106673348889787
2021-10-06,260.9166564941406,0.2397710735147649,0.695115411823446,0.2045454545454545,0.1931818181818181,0.3181818181818182,0.4772727272727273,0.6931818181818182,0.4431818181818182,0.4659090909090909,0.0909090909090909,0.1136363636363636,261.6000061035156,265.7699890136719,258.0666809082031,260.1966552734375,260.1966552734375,55297800.0,,,-1.6345783892416534,,,,260.09032897949214,-0.0012035741082394261
2021-10-07,264.53668212890625,0.3183777691462101,0.6325499644646277,0.3076923076923077,0.1666666666666666,0.2692307692307692,0.4358974358974359,0.6282051282051282,0.4487179487179487,0.4102564102564102,0.1794871794871795,0.1538461538461538,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,260.9166564941406,43898400.0,,,-0.9343454135802745,,,,260.6434903735957,0.002763320999873195
2021-10-08,261.8299865722656,0.4488158104193471,0.4971027056666186,0.2335766423357664,0.1313868613138686,0.2627737226277372,0.5109489051094891,0.6277372262773723,0.635036496350365,0.3503649635036496,0.0656934306569343,0.1824817518248175,261.82000732421875,268.3333435058594,261.1266784667969,264.53668212890625,264.53668212890625,57587400.0,,,-0.1529323911599363,,,,263.2425167377179,0.01377889392912291
2021-10-08,261.8299865722656,0.3583154837290446,0.5714903122848934,0.1777777777777777,0.2222222222222222,0.3222222222222222,0.5111111111111111,0.6555555555555556,0.5333333333333333,0.4,0.0888888888888888,0.0888888888888888,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800.0,260.69857352120533,,-0.6533154334258597,,,,262.3003991799734,-0.010284539562274665
2021-10-08,261.8299865722656,0.4592558876389548,0.4891779827220099,0.3333333333333333,0.0952380952380952,0.3571428571428571,0.5595238095238095,0.7380952380952381,0.5476190476190477,0.2142857142857142,0.1071428571428571,0.0476190476190476,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800.0,260.69857352120533,,-0.6533154334258597,,,,262.3003991799734,-0.010284539562274665
2021-10-11,263.9800109863281,0.3208460982029255,0.6063174385290879,0.2923076923076923,0.0923076923076923,0.3384615384615385,0.4923076923076923,0.6461538461538462,0.6307692307692307,0.3538461538461538,0.1076923076923077,0.0461538461538461,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800.0,260.69857352120533,,-0.6533154334258597,,,,262.3003991799734,-0.010284539562274665
2021-10-12,268.5733337402344,0.2259445654718499,0.7029354415441814,0.3052631578947368,0.1368421052631579,0.3578947368421052,0.3684210526315789,0.6421052631578947,0.6105263157894737,0.3578947368421052,0.1473684210526315,0.0736842105263157,262.54998779296875,267.0799865722656,261.8333435058594,263.9800109863281,263.9800109863281,42600900.0,261.48238263811385,,-0.31071113242023785,,,,263.42031107646665,0.008177997401230774
2021-10-13,270.3599853515625,0.4142738756926163,0.5417920428773632,0.2695652173913043,0.208695652173913,0.3217391304347826,0.4521739130434782,0.6347826086956522,0.5739130434782609,0.3478260869565217,0.0782608695652174,0.1130434782608695,266.9766540527344,270.7733459472656,265.5233459472656,268.5733337402344,268.5733337402344,66060000.0,262.9347621372768,,-0.05741932581253195,,,,266.85583406162874,0.01725061613832015
2021-10-14,272.7733459472656,0.3253802581765185,0.6385040139329845,0.264367816091954,0.1264367816091954,0.425287356321839,0.3908045977011494,0.6896551724137931,0.5747126436781609,0.3333333333333333,0.1149425287356321,0.0804597701149425,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,270.3599853515625,42360300.0,264.34190150669644,,-0.1420577602477806,,,,269.1919744843278,0.006630349593761303
2021-10-15,281.010009765625,0.2372614735702298,0.702629416618707,0.1981132075471698,0.160377358490566,0.3490566037735849,0.4811320754716981,0.6792452830188679,0.5566037735849056,0.4433962264150943,0.0471698113207547,0.0849056603773584,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,272.7733459472656,36741600.0,266.1385716029576,,-0.19710230506063908,,,,271.57956893766027,0.008886865672994949
